,Rank,Country,Quality of Life Index,Purchasing Power Index,Safety Index,Health Care Index,Cost of Living Index,Property Price to Income Ratio,Traffic Commute Time Index,Pollution Index,Climate Index,Year
851,33,Cyprus,144.1,52.3,68.0,52.7,64.0,7.1,23.4,56.8,93.3,2021
852,34,Singapore,143.8,83.6,67.0,70.9,85.6,19.4,41.2,33.2,57.5,2021
853,35,Taiwan,138.8,56.1,84.8,86.4,65.2,23.6,31.3,62.9,81.6,2021
854,36,Italy,138.6,58.7,55.6,66.8,73.1,9.5,34.2,53.9,91.5,2021
855,37,Hungary,134.0,49.8,65.2,51.6,42.7,11.6,35.8,47.8,79.5,2021
856,38,Poland,132.6,47.1,70.7,58.3,42.0,14.0,31.3,54.3,75.9,2021
857,39,South Africa,132.2,72.9,22.9,63.9,41.7,4.0,39.3,57.0,95.3,2021
858,40,Romania,131.7,45.2,71.7,56.1,38.5,10.7,34.1,58.4,77.7,2021
859,41,Puerto Rico,130.8,69.2,36.6,55.6,69.5,3.6,34.2,50.4,71.2,2021
860,42,South Korea,130.0,76.6,73.1,82.3,81.2,23.6,39.9,61.8,68.4,2021
861,43,Greece,129.9,38.9,55.9,57.0,61.0,10.1,33.9,51.9,94.2,2021
862,44,Bulgaria,126.3,40.3,61.9,56.1,40.9,9.0,29.4,64.5,82.8,2021
863,45,Turkey,126.0,35.3,60.5,70.7,31.5,8.2,44.6,66.2,93.3,2021
864,46,Bosnia And Herzegovina,125.7,42.6,57.0,53.5,38.6,10.7,25.9,60.7,80.5,2021
865,47,Uruguay,124.6,30.6,48.8,67.7,51.1,17.3,37.7,45.7,98.0,2021
866,48,Costa Rica,121.7,39.0,44.7,62.9,50.6,10.1,60.2,44.1,99.5,2021
867,49,Mexico,120.3,35.5,45.0,72.5,35.1,10.5,39.0,61.2,86.6,2021
868,50,Georgia,118.9,25.7,77.4,53.8,28.0,14.2,35.4,69.7,88.5,2021
869,51,Ecuador,118.8,30.5,45.6,68.8,40.1,12.6,39.6,58.3,94.5,2021
870,52,Malaysia,116.9,56.1,42.1,69.6,39.5,9.9,37.0,62.6,59.1,2021
871,53,Serbia,116.2,35.8,61.7,51.6,39.2,17.1,31.1,61.2,83.2,2021
872,54,Jordan,114.0,33.1,59.3,65.4,52.2,8.0,41.4,76.1,89.0,2021
873,55,Kuwait,114.0,75.3,66.0,59.0,49.4,13.2,33.7,66.7,20.2,2021
874,56,Argentina,110.5,34.6,36.7,68.6,37.9,22.7,43.2,50.7,98.3,2021
875,57,Panama,110.3,32.1,54.2,60.4,54.1,12.3,37.6,59.8,67.8,2021
876,58,North Macedonia,108.5,32.0,61.4,56.5,34.1,12.7,27.2,80.0,76.3,2021
877,59,Ukraine,107.4,30.1,51.7,53.4,29.2,10.8,37.9,64.3,70.8,2021
878,60,Belarus,107.3,32.0,39.7,44.4,30.7,16.8,30.1,44.5,64.4,2021
879,61,Pakistan,105.1,27.3,56.1,60.5,21.6,12.6,37.8,73.4,73.6,2021
880,62,Brazil,104.7,28.7,32.2,57.3,31.8,16.1,41.7,54.5,92.4,2021
881,63,India,104.5,47.1,55.3,66.2,25.2,11.3,46.7,79.6,65.3,2021
882,64,Morocco,104.4,32.2,50.9,45.8,36.9,13.5,36.3,70.4,90.0,2021
883,65,China,103.1,57.5,69.8,66.4,42.5,29.0,40.9,81.5,80.2,2021
884,66,Azerbaijan,102.9,25.8,68.3,44.0,30.9,16.6,39.4,75.4,91.4,2021
885,67,Russia,101.7,34.6,59.9,58.4,33.2,11.1,44.6,62.3,38.5,2021
886,68,Colombia,101.3,26.1,44.2,66.7,31.0,18.7,47.3,62.9,88.3,2021
887,69,Thailand,100.3,31.4,60.6,78.1,49.3,22.2,39.2,75.4,69.4,2021
888,70,Chile,99.9,33.3,47.9,63.7,49.3,17.6,35.6,79.0,90.2,2021
889,71,Hong Kong,99.3,62.4,78.3,66.3,79.9,45.2,42.3,67.3,83.6,2021
890,72,Kazakhstan,96.4,34.9,46.0,60.1,29.8,9.6,33.6,72.6,39.8,2021
891,73,Lebanon,94.5,29.5,53.0,63.3,75.9,14.1,39.1,89.3,94.7,2021
892,74,Indonesia,90.1,20.9,53.8,60.5,37.4,22.0,43.4,67.1,68.5,2021
893,75,Vietnam,88.4,27.3,53.9,58.3,38.0,20.6,29.6,85.9,71.1,2021
894,76,Egypt,86.3,20.0,53.2,46.2,30.1,13.6,49.1,84.3,92.0,2021
895,77,Peru,83.3,28.8,33.4,56.4,36.3,16.9,48.8,82.7,97.7,2021
896,78,Sri Lanka,79.8,20.8,58.8,72.6,31.3,35.0,57.2,59.9,59.1,2021
897,79,Philippines,78.4,19.7,57.8,67.1,40.7,30.1,44.0,74.1,61.0,2021
898,80,Kenya,75.8,27.7,38.6,55.8,36.3,27.3,57.4,75.9,99.8,2021
899,81,Bangladesh,65.3,24.1,35.8,42.7,33.3,14.4,58.5,84.9,72.9,2021
900,82,Iran,64.7,19.0,50.8,52.2,41.3,34.2,47.4,76.1,71.0,2021
901,83,Nigeria,52.0,9.8,36.1,48.9,29.7,17.7,61.7,87.3,60.8,2021
902,1,Switzerland,188.4,102.8,78.4,74.1,125.0,8.2,28.7,19.9,80.0,2021/2
903,2,Denmark,186.2,86.4,73.8,79.8,88.5,7.0,28.7,21.3,81.8,2021/2
904,3,Netherlands,180.3,76.7,72.8,75.3,78.9,7.3,27.6,25.4,87.0,2021/2
905,4,Finland,179.0,80.1,72.4,76.2,76.4,8.6,28.9,12.0,56.6,2021/2
906,5,Australia,178.4,91.1,57.0,77.9,80.7,7.3,34.8,23.7,92.7,2021/2
907,6,Iceland,177.6,67.3,76.3,65.9,99.7,6.1,19.9,16.0,68.8,2021/2
908,7,Austria,176.4,68.7,74.5,77.0,74.9,10.9,25.7,20.4,77.1,2021/2
909,8,Germany,175.2,89.9,64.2,73.5,67.8,8.9,31.2,27.8,82.8,2021/2
910,9,New Zealand,173.6,74.9,57.1,73.6,76.3,7.8,30.7,23.7,96.7,2021/2
911,10,Luxembourg,171.8,87.8,65.9,72.9,85.3,13.0,31.8,23.3,82.6,2021/2
912,11,Norway,171.7,73.6,66.3,75.6,103.6,8.1,26.9,18.1,68.7,2021/2
913,12,Estonia,171.2,56.6,76.3,72.7,53.8,9.4,24.4,19.7,64.3,2021/2
914,13,Sweden,170.2,85.4,52.0,68.8,75.9,7.7,29.8,18.5,74.9,2021/2
915,14,Oman,168.8,74.9,79.7,58.4,49.6,5.5,23.0,37.2,67.2,2021/2
916,15,Slovenia,165.7,52.1,77.7,65.2,56.4,11.7,26.9,22.6,77.6,2021/2
917,16,Japan,164.1,76.0,77.8,80.2,81.1,11.6,40.0,39.1,85.3,2021/2
918,17,United States,163.6,94.3,52.2,69.1,70.5,4.0,32.9,39.3,77.5,2021/2
919,18,Spain,163.5,58.5,66.7,78.8,56.6,9.2,29.3,39.7,93.6,2021/2
920,19,Lithuania,160.3,52.8,66.6,70.9,46.0,10.5,25.8,26.7,69.9,2021/2
921,20,Portugal,159.8,40.5,70.1,71.9,50.6,12.9,29.3,30.2,97.8,2021/2
922,21,Czech Republic,157.5,54.8,74.5,75.4,48.2,13.7,29.6,36.3,77.1,2021/2
923,22,Canada,157.2,78.3,58.1,71.7,71.5,7.2,33.7,28.5,55.3,2021/2
924,23,United Kingdom,156.9,77.5,53.9,75.1,70.6,9.5,34.4,40.1,88.2,2021/2
925,24,United Arab Emirates,156.9,84.9,84.8,68.2,58.9,4.5,36.2,49.9,45.2,2021/2
926,25,Croatia,155.4,39.8,75.4,64.0,55.2,13.6,28.1,30.8,89.7,2021/2
927,26,France,153.6,76.4,48.0,80.6,77.6,10.0,34.8,42.2,90.4,2021/2
928,27,Qatar,151.5,84.9,87.9,73.2,61.9,6.1,30.5,60.2,36.0,2021/2
929,28,Ireland,150.5,71.6,54.5,52.8,78.5,6.7,38.1,33.9,89.1,2021/2
930,29,Belgium,148.2,70.1,55.4,75.4,75.8,7.0,36.8,50.1,86.0,2021/2
931,30,Slovakia,147.1,45.7,69.6,60.2,47.3,11.1,27.9,39.5,78.1,2021/2
932,31,Latvia,146.8,43.5,61.2,62.0,50.4,8.3,30.9,33.2,74.7,2021/2
933,32,Singapore,146.5,78.5,72.0,71.2,82.6,17.6,41.2,33.1,57.5,2021/2
934,33,Cyprus,146.1,49.4,68.7,54.6,61.6,6.6,23.1,55.1,93.3,2021/2
935,34,Saudi Arabia,144.7,80.1,74.8,60.9,49.6,2.7,28.4,63.9,46.0,2021/2
936,35,Israel,143.7,65.9,68.5,73.9,84.8,12.9,35.6,58.1,94.0,2021/2
937,36,Taiwan,138.5,51.1,84.5,86.4,64.9,21.8,31.4,63.0,81.6,2021/2
938,37,Italy,137.8,54.3,55.2,67.0,70.0,8.8,34.0,54.1,91.5,2021/2
939,38,Hungary,134.5,47.4,65.6,52.9,42.3,10.6,35.9,48.1,79.5,2021/2
940,39,South Africa,131.4,69.2,23.1,63.9,44.2,3.4,39.4,56.4,95.3,2021/2
941,40,Romania,130.9,41.9,71.7,56.0,36.8,10.3,34.0,58.6,77.6,2021/2
942,41,Puerto Rico,128.2,61.2,37.2,57.3,67.8,4.2,34.2,50.2,71.2,2021/2
943,42,Greece,128.0,36.0,54.1,57.1,58.4,9.6,34.0,52.1,92.5,2021/2
944,43,Poland,127.8,43.6,69.5,56.1,41.8,14.1,31.3,57.3,76.0,2021/2
945,44,Bulgaria,126.9,39.5,61.8,56.3,38.7,8.3,29.4,64.5,82.8,2021/2
946,45,South Korea,124.7,69.4,73.3,82.4,76.5,26.1,40.2,62.4,68.4,2021/2
947,46,Turkey,124.2,31.3,60.4,70.7,31.7,8.7,44.2,65.8,93.2,2021/2
948,47,Bosnia And Herzegovina,123.9,38.9,57.0,53.2,37.0,11.0,25.9,61.0,80.5,2021/2
949,48,Uruguay,122.4,27.4,48.3,67.8,50.5,18.5,37.3,45.4,98.0,2021/2
950,49,Costa Rica,120.4,34.7,45.8,62.2,48.5,10.0,60.2,44.1,99.5,2021/2
951,50,Mexico,119.8,31.3,45.8,72.5,36.7,10.9,39.2,59.9,88.5,2021/2
952,51,Serbia,117.0,34.2,61.9,52.0,37.6,15.9,30.8,61.7,83.2,2021/2
953,52,Georgia,116.6,25.2,76.6,54.4,28.6,14.4,35.4,70.0,84.2,2021/2
954,53,Ecuador,116.3,27.1,44.8,68.2,38.8,13.3,39.3,58.4,94.5,2021/2
955,54,Malaysia,115.0,50.1,42.7,70.0,37.5,10.0,37.2,62.6,59.1,2021/2
956,55,Kuwait,113.7,70.5,66.6,59.0,49.1,12.5,33.2,66.1,20.2,2021/2
957,56,Jordan,112.3,28.0,60.0,65.4,50.9,7.9,41.7,76.4,89.0,2021/2
958,57,Panama,111.1,28.9,54.8,60.7,53.0,11.4,37.1,59.4,67.8,2021/2
959,58,North Macedonia,108.3,29.9,60.9,56.4,32.8,12.2,26.9,79.8,76.3,2021/2
960,59,Ukraine,107.8,30.3,52.6,53.7,31.2,11.2,37.8,63.6,70.7,2021/2
961,60,Belarus,107.1,29.9,40.4,44.8,31.6,16.2,30.3,44.8,64.4,2021/2
962,61,Morocco,105.0,29.8,51.3,45.9,35.6,12.9,36.3,69.4,90.0,2021/2
963,62,Brazil,104.7,25.1,32.5,57.8,36.1,16.0,41.4,54.4,95.4,2021/2
964,63,Argentina,104.3,27.7,36.2,69.0,35.3,26.4,42.6,51.0,98.3,2021/2
965,64,China,103.2,53.6,69.9,66.2,41.3,27.9,40.6,81.2,80.2,2021/2
966,65,India,103.0,42.2,55.6,65.8,24.6,10.8,46.6,79.9,65.5,2021/2
967,66,Pakistan,102.2,24.6,57.5,60.0,21.9,13.6,38.3,73.4,70.4,2021/2
968,67,Colombia,102.0,25.3,43.1,66.9,28.1,17.5,47.3,62.9,88.3,2021/2
969,68,Azerbaijan,101.4,23.1,68.0,44.6,30.0,17.6,40.0,74.3,91.4,2021/2
970,69,Thailand,100.3,28.9,60.6,77.7,44.8,21.2,39.8,75.3,69.4,2021/2
971,70,Russia,97.9,35.5,60.0,58.5,36.8,15.3,44.5,62.6,39.8,2021/2
972,71,Chile,97.3,29.4,46.6,64.0,48.6,18.1,36.2,78.6,90.2,2021/2
973,72,Hong Kong,96.1,56.9,78.0,66.4,80.8,45.7,42.7,67.4,83.6,2021/2
974,73,Kazakhstan,94.2,31.6,46.2,59.6,29.6,9.5,34.8,73.2,39.8,2021/2
975,74,Indonesia,90.2,19.0,54.1,60.5,36.0,21.5,43.3,67.2,68.5,2021/2
976,75,Vietnam,88.9,25.3,53.8,58.6,36.9,19.8,29.6,85.5,71.1,2021/2
977,76,Egypt,87.2,18.5,53.2,46.6,29.1,12.7,49.0,83.9,92.0,2021/2
978,77,Peru,81.3,26.1,33.3,57.8,33.0,18.8,49.1,82.3,97.7,2021/2
979,78,Philippines,78.1,18.0,57.5,67.2,39.1,30.2,43.7,73.7,61.0,2021/2
980,79,Kenya,76.9,25.4,39.9,57.5,35.8,27.0,56.4,75.9,99.8,2021/2
981,80,Sri Lanka,75.5,18.4,58.6,72.7,30.4,38.6,56.7,60.0,59.1,2021/2
982,81,Bangladesh,64.5,21.8,36.1,42.2,33.0,14.9,57.1,84.9,72.9,2021/2
983,82,Iran,63.6,16.8,50.6,52.3,40.6,34.9,47.3,75.7,71.0,2021/2
984,83,Nigeria,54.7,8.8,35.9,48.5,29.6,14.0,62.0,87.7,60.8,2021/2
985,1,Switzerland,195.3,118.4,78.3,74.8,123.3,8.3,28.5,19.6,80.2,2022
986,2,Denmark,192.4,99.5,73.4,80.1,84.1,6.8,28.5,21.0,81.8,2022
987,3,Netherlands,185.4,88.0,72.1,75.6,75.7,7.2,27.4,25.1,87.1,2022
988,4,Finland,185.0,91.0,72.7,76.3,73.2,7.9,27.8,12.1,56.6,2022
989,5,Australia,183.8,104.6,56.2,78.1,77.7,7.2,34.8,23.9,92.7,2022
990,6,Iceland,182.3,77.1,76.5,66.4,94.9,6.4,19.8,15.8,68.8,2022
991,7,Germany,180.3,103.1,63.6,73.2,65.6,8.9,31.1,27.8,82.4,2022
992,8,Austria,179.2,77.3,73.9,76.7,71.0,10.7,25.5,21.7,77.1,2022
993,9,New Zealand,176.8,83.6,56.7,73.3,74.5,8.0,30.8,23.6,96.7,2022
994,10,Norway,176.4,83.1,66.2,76.8,100.9,8.0,26.9,17.9,68.7,2022
995,11,Sweden,175.3,98.1,51.0,68.7,71.7,7.8,29.4,18.3,74.9,2022
996,12,Estonia,174.2,63.5,76.2,73.3,53.7,9.3,24.5,19.7,64.3,2022
997,13,Oman,173.7,84.2,80.0,58.2,49.4,4.6,22.8,37.2,67.2,2022
998,14,Luxembourg,173.6,98.8,64.3,70.8,80.5,13.6,32.7,23.9,82.6,2022
999,15,United States,170.7,106.3,51.8,69.1,70.1,4.0,32.9,35.3,76.8,2022
1000,16,Japan,169.5,87.1,77.9,80.5,77.0,11.0,40.7,38.8,85.3,2022
1001,17,Slovenia,169.0,59.5,77.3,65.2,53.9,11.5,26.5,22.9,77.6,2022
1002,18,Spain,168.5,70.0,66.1,78.4,53.9,8.8,29.2,39.7,93.8,2022
1003,19,Czech Republic,162.6,66.5,74.5,75.3,48.2,13.6,29.5,35.9,77.1,2022
1004,20,Portugal,162.5,46.8,69.4,72.0,47.9,12.2,29.9,30.5,97.8,2022
1005,21,Lithuania,161.8,58.7,66.7,71.9,45.6,11.0,26.0,26.7,67.8,2022
1006,22,United Kingdom,161.7,88.8,53.5,74.8,69.7,8.9,34.4,40.2,88.1,2022
1007,23,Canada,160.4,88.0,57.1,71.3,70.2,7.5,33.6,28.8,56.0,2022
1008,24,United Arab Emirates,160.4,92.2,84.9,68.7,58.3,4.4,36.2,49.7,45.2,2022
1009,25,Croatia,159.2,47.5,75.9,64.1,48.9,13.9,26.9,31.2,89.0,2022
1010,26,France,156.7,85.4,47.6,80.2,74.1,9.9,35.2,42.4,89.7,2022
1011,27,Qatar,154.5,93.7,86.2,73.5,62.8,6.2,30.1,59.9,36.0,2022
1012,28,Ireland,154.5,82.3,54.5,52.3,76.1,6.5,37.9,34.8,89.1,2022
1013,29,Belgium,151.9,79.7,54.6,75.5,72.6,7.1,36.9,50.1,86.0,2022
1014,30,Singapore,151.6,91.3,72.4,71.1,84.0,17.5,41.2,33.3,57.5,2022
1015,31,Slovakia,151.2,54.7,69.8,60.3,44.7,11.2,28.2,39.1,78.1,2022
1016,32,Latvia,150.8,51.6,61.3,62.4,48.5,8.1,31.2,32.7,74.7,2022
1017,33,Saudi Arabia,149.5,91.8,75.3,60.9,50.4,2.8,28.3,63.8,46.0,2022
1018,34,Cyprus,147.1,57.3,67.9,52.0,59.0,6.4,22.9,56.9,93.3,2022
1019,35,Israel,146.1,75.6,67.9,73.8,88.1,13.5,36.4,57.7,94.0,2022
1020,36,Italy,141.1,61.7,54.8,66.8,66.5,8.6,33.8,54.1,91.5,2022
1021,37,Taiwan,140.2,58.3,84.1,86.4,62.4,21.8,31.7,64.7,81.6,2022
1022,38,Poland,140.0,60.0,70.2,57.8,39.0,11.2,31.8,54.7,76.0,2022
1023,39,Hungary,137.1,52.0,65.7,53.4,40.7,10.9,35.5,47.9,80.3,2022
1024,40,South Africa,136.0,78.4,23.9,64.0,42.1,3.1,39.3,56.6,95.3,2022
1025,41,Puerto Rico,133.8,72.8,37.8,57.7,66.5,4.0,34.2,50.0,71.2,2022
1026,42,Romania,133.4,48.1,71.2,56.2,35.2,10.4,33.6,58.6,77.6,2022
1027,43,Bulgaria,130.1,46.0,61.3,56.4,38.4,7.7,29.4,64.3,82.8,2022
1028,44,Greece,129.2,39.7,52.6,57.3,56.2,10.1,33.8,51.9,94.2,2022
1029,45,Bosnia And Herzegovina,127.1,44.1,57.8,54.3,36.1,10.8,26.0,60.9,80.5,2022
1030,46,South Korea,125.0,76.9,73.5,82.7,73.2,29.4,40.0,62.4,68.4,2022
1031,47,Mexico,124.9,38.6,46.3,72.8,35.3,8.7,39.3,58.5,84.0,2022
1032,48,Turkey,124.1,32.9,60.3,70.8,28.3,10.3,44.2,65.5,93.8,2022
1033,49,Uruguay,122.3,30.1,48.6,68.4,52.1,20.1,37.3,45.2,98.0,2022
1034,50,Costa Rica,122.1,39.9,46.1,62.7,47.0,10.6,60.2,44.7,99.5,2022
1035,51,Georgia,121.1,31.1,75.7,54.2,30.2,12.0,35.4,69.3,84.2,2022
1036,52,Ecuador,118.8,31.8,42.8,69.3,37.3,12.5,38.9,58.2,94.5,2022
1037,53,Malaysia,118.0,55.3,44.3,70.1,37.0,9.8,37.2,62.1,57.5,2022
1038,54,Kuwait,117.3,78.6,66.6,59.4,48.7,12.3,33.3,66.1,20.2,2022
1039,55,Serbia,117.2,37.8,61.7,52.5,36.2,16.5,30.8,62.9,83.2,2022
1040,56,Tunisia,114.6,27.8,55.7,56.5,27.9,11.7,32.7,70.8,93.2,2022
1041,57,Panama,114.3,33.1,56.1,61.1,51.4,11.2,37.1,58.7,67.8,2022
1042,58,Jordan,113.9,31.3,59.8,65.6,49.2,8.0,41.2,76.3,89.0,2022
1043,59,Ukraine,111.9,37.2,53.1,54.3,30.7,10.9,37.7,62.9,70.7,2022
1044,60,India,111.0,49.7,55.4,65.7,24.4,10.2,46.5,73.1,65.1,2022
1045,61,North Macedonia,109.6,35.4,59.1,55.8,31.4,12.5,26.3,79.7,76.3,2022
1046,62,Malta,109.5,44.2,59.2,45.6,67.8,13.1,29.1,81.0,97.4,2022
1047,63,Belarus,108.5,31.8,41.6,45.6,30.9,16.7,30.2,44.8,64.4,2022
1048,64,Morocco,107.5,34.4,50.9,46.7,33.8,12.6,36.3,69.3,90.0,2022
1049,65,Brazil,107.0,27.8,33.0,57.8,33.2,16.3,41.3,53.8,97.2,2022
1050,66,Argentina,105.4,30.7,35.9,69.3,34.7,26.0,43.3,51.2,98.3,2022
1051,67,China,105.1,60.0,70.6,66.4,41.8,29.0,40.0,80.6,78.4,2022
1052,68,Azerbaijan,104.1,27.3,67.7,44.8,29.7,16.8,39.6,74.3,91.4,2022
1053,69,Colombia,103.5,28.9,42.3,67.2,26.7,16.9,47.8,63.0,88.3,2022
1054,70,Russia,103.3,37.4,60.4,59.1,35.3,14.8,44.5,61.8,48.9,2022
1055,71,Pakistan,102.6,26.6,58.0,59.6,19.9,14.3,37.8,73.7,70.4,2022
1056,72,Thailand,101.0,31.6,60.7,77.6,43.2,21.7,39.6,75.5,69.4,2022
1057,73,Chile,100.1,33.3,46.0,64.0,43.9,17.2,35.8,78.5,90.2,2022
1058,74,Lebanon,99.3,35.1,53.1,62.7,69.6,12.2,38.5,89.3,94.7,2022
1059,75,Hong Kong,98.4,65.7,78.1,66.3,80.7,46.9,42.6,67.6,83.6,2022
1060,76,Kazakhstan,93.8,32.2,46.6,60.0,28.7,10.5,34.7,73.4,39.8,2022
1061,77,Kenya,92.5,32.2,43.8,63.4,33.9,24.2,54.0,69.3,99.8,2022
1062,78,Indonesia,90.4,21.1,53.9,60.4,35.9,21.9,43.5,67.2,68.5,2022
1063,79,Vietnam,90.0,29.4,54.2,58.9,37.5,20.5,29.8,85.5,71.2,2022
1064,80,Egypt,89.9,21.5,53.4,47.0,29.5,12.0,48.4,83.6,92.0,2022
1065,81,Philippines,83.7,21.5,57.7,67.5,37.1,29.6,43.1,73.4,69.3,2022
1066,82,Peru,80.4,28.2,32.9,56.2,32.5,19.5,48.8,82.9,97.7,2022
1067,83,Venezuela,77.4,15.4,16.4,39.3,43.2,14.4,34.1,75.4,99.9,2022
1068,84,Sri Lanka,67.9,19.3,58.8,72.1,31.3,46.0,57.1,60.2,59.1,2022
1069,85,Bangladesh,67.6,25.3,36.6,42.3,33.1,13.5,55.9,85.0,71.3,2022
1070,86,Iran,64.9,18.0,50.9,52.3,37.4,33.0,47.1,75.4,65.7,2022
1071,87,Nigeria,52.4,9.3,36.2,48.5,30.5,16.1,62.0,88.3,60.8,2022
1072,1,Switzerland,195.1,116.2,77.9,75.3,110.3,8.9,28.4,19.4,79.6,2022/2
1073,2,Denmark,194.2,99.8,73.7,79.8,73.1,6.3,28.4,20.9,81.8,2022/2
1074,3,Netherlands,191.5,99.6,72.4,75.9,67.7,7.4,26.6,24.7,86.9,2022/2
1075,4,Australia,190.7,117.6,55.2,77.8,72.3,5.6,34.7,24.2,93.9,2022/2
1076,5,Finland,186.8,91.0,73.2,76.8,63.7,7.5,27.6,12.0,56.6,2022/2
1077,6,Iceland,184.5,82.6,75.7,66.6,86.6,6.8,20.0,15.8,68.8,2022/2
1078,7,Norway,179.6,86.3,66.5,77.1,85.9,7.8,26.9,18.0,68.7,2022/2
1079,8,Germany,178.3,102.7,63.0,72.4,59.6,10.6,31.1,28.1,82.9,2022/2
1080,9,Austria,178.1,75.1,73.2,76.2,64.1,10.9,25.4,22.2,77.1,2022/2
1081,10,New Zealand,176.8,85.0,55.4,73.0,69.0,8.0,30.7,23.9,96.4,2022/2
1082,11,United Arab Emirates,174.4,118.9,85.1,69.7,58.0,2.9,36.1,47.9,45.2,2022/2
1083,12,Estonia,173.8,60.4,75.9,73.9,49.5,10.1,24.0,18.4,64.3,2022/2
1084,13,Luxembourg,173.8,96.1,64.4,71.5,72.1,14.0,31.7,24.1,82.6,2022/2
1085,14,Sweden,173.7,94.9,51.2,68.8,61.8,9.5,29.4,18.0,74.9,2022/2
1086,15,Spain,173.0,77.3,65.0,78.1,47.5,7.5,29.2,39.1,93.6,2022/2
1087,16,Japan,172.6,91.1,77.8,80.5,62.8,10.5,40.7,39.1,84.8,2022/2
1088,17,Oman,172.1,78.8,80.3,58.2,48.1,4.6,22.6,36.8,67.2,2022/2
1089,18,Slovenia,168.7,57.9,76.8,65.1,47.3,11.7,26.3,22.8,77.6,2022/2
1090,19,United States,167.2,99.9,51.6,68.9,69.9,4.6,32.9,35.7,77.1,2022/2
1091,20,United Kingdom,164.8,92.9,53.4,74.5,60.4,8.0,34.4,40.4,88.0,2022/2
1092,21,Czech Republic,163.8,69.9,74.2,75.5,44.3,14.9,29.4,35.3,78.3,2022/2
1093,22,Canada,163.8,101.7,56.4,70.8,68.8,8.9,33.6,28.9,55.3,2022/2
1094,23,Lithuania,163.0,55.7,67.4,73.4,43.1,12.2,25.3,24.8,69.9,2022/2
1095,24,Croatia,162.7,52.8,76.0,63.7,43.7,13.2,26.7,31.4,89.9,2022/2
1096,25,Portugal,162.2,47.9,68.5,72.1,42.2,13.0,29.6,31.0,97.8,2022/2
1097,26,Belgium,155.8,86.3,53.3,75.5,62.8,6.6,36.4,49.8,86.0,2022/2
1098,27,Qatar,155.6,98.1,85.8,73.7,60.6,6.9,30.0,60.0,36.0,2022/2
1099,28,Singapore,154.5,94.6,72.8,71.1,79.1,16.8,41.2,33.0,57.5,2022/2
1100,29,France,152.7,79.6,45.6,80.0,65.6,11.8,34.7,42.2,90.0,2022/2
1101,30,Latvia,152.2,49.8,61.5,63.2,45.2,7.7,30.2,32.0,74.7,2022/2
1102,31,Ireland,151.7,75.2,54.1,52.0,66.7,7.0,37.9,35.0,89.1,2022/2
1103,32,Slovakia,150.5,53.8,69.5,60.1,41.0,12.0,28.1,38.6,78.1,2022/2
1104,33,Saudi Arabia,150.2,93.3,75.4,61.2,50.3,2.9,29.0,63.3,46.0,2022/2
1105,34,Cyprus,148.2,54.5,68.9,54.1,52.5,6.8,23.1,55.2,92.2,2022/2
1106,35,Israel,146.4,73.5,67.8,73.7,77.3,13.3,36.4,57.8,93.9,2022/2
1107,36,Taiwan,143.8,61.8,83.9,86.0,55.9,19.7,31.7,64.9,81.6,2022/2
1108,37,Italy,137.3,58.0,53.8,66.7,58.5,11.1,33.6,54.4,91.7,2022/2
1109,38,South Africa,136.6,77.8,24.6,64.0,37.9,3.3,39.2,56.4,95.3,2022/2
1110,39,Hungary,136.2,53.2,66.1,54.3,34.6,13.2,35.6,47.8,79.5,2022/2
1111,40,Poland,132.2,60.7,67.9,54.6,35.1,13.5,32.3,60.1,76.0,2022/2
1112,41,Puerto Rico,131.1,65.4,38.2,56.9,64.6,4.2,34.8,48.9,71.2,2022/2
1113,42,Romania,131.1,48.8,67.5,56.5,34.9,11.1,33.4,58.5,76.5,2022/2
1114,43,South Korea,130.8,81.3,73.9,83.0,67.0,26.5,39.6,62.4,68.4,2022/2
1115,44,Bosnia And Herzegovina,129.4,46.5,57.3,55.3,32.2,10.4,26.2,60.2,80.5,2022/2
1116,45,Bulgaria,129.0,46.9,61.6,56.8,37.6,9.6,29.0,63.8,81.2,2022/2
1117,46,Greece,127.1,38.4,52.0,57.2,50.2,12.1,33.7,51.8,93.8,2022/2
1118,47,Mexico,126.9,41.1,46.1,72.8,35.1,8.2,39.2,58.3,85.5,2022/2
1119,48,India,124.4,76.4,55.4,65.6,23.9,7.4,46.4,73.0,64.7,2022/2
1120,49,Costa Rica,122.9,38.6,46.1,63.0,43.6,10.0,60.2,44.2,99.5,2022/2
1121,50,Uruguay,122.7,28.6,47.9,68.0,59.1,18.1,37.3,44.8,98.0,2022/2
1122,51,Malaysia,121.6,59.4,45.6,70.1,34.4,8.7,37.2,62.2,57.5,2022/2
1123,52,Serbia,120.4,41.6,61.8,52.4,33.3,14.8,31.0,63.3,83.2,2022/2
1124,53,Ecuador,120.3,33.6,42.1,68.9,35.7,11.8,37.9,58.3,94.5,2022/2
1125,54,Turkey,119.5,28.0,60.1,70.7,28.4,11.9,44.0,65.1,90.4,2022/2
1126,55,Georgia,119.2,25.1,74.7,54.5,34.9,12.3,35.6,69.1,88.5,2022/2
1127,56,Kuwait,118.8,81.8,67.0,58.9,46.0,11.2,33.4,67.8,20.2,2022/2
1128,57,Tunisia,117.3,28.6,56.1,57.3,25.5,11.2,32.5,69.9,94.5,2022/2
